Id;score;at;content;content_en
874;1;15/09/2025 04:06;apk apaan ini suka nge bug makan penyimpanan penuh masa iya makan ruang Ampe 55gb an ga ngotak ajg penyimpanan gw yg awalnya masih 66/128 tiba tiba penuh hhuuuu..... apk sampah 👎👎👎👎;What kind of apk does this like bugs and eats up when the storage is full? It takes up space until it's 55gb and I don't even think about it. My storage which was originally still 66/128 is suddenly full hhuuuu..... trash apk 👎👎👎👎
875;5;15/09/2025 04:06;sangat amanah toko nya barang nya mendarat aman dan sesuai harga,kurirnya ramah dan sopan;The shop is very trustworthy, the goods arrive safely and at the right price, the courier is friendly and polite
876;1;15/09/2025 04:05;shopee sekarang pengiriman nya lama ya;shopee now the delivery is taking a long time
877;5;15/09/2025 04:04;amanah;trust
878;1;15/09/2025 04:01;awal shopee pakai plestur;Initially, Shopee used plaster
879;5;15/09/2025 04:01;sangat puas pengiriman cepat,kurirnya baik;Very satisfied, fast delivery, good courier
880;5;15/09/2025 04:01;pengiriman cepat dan barang sesuai dengan gbr;Fast delivery and item as per picture
881;5;15/09/2025 03:59;keren;keren
882;5;15/09/2025 03:59;bagus dan mantap;good and steady
883;5;15/09/2025 03:58;lancar dan amanah;smooth and reliable
884;5;15/09/2025 03:57;bagus bermanfaat buat saya;good, useful for me
885;5;15/09/2025 03:55;walau sering belanja tiap hari akun shopepay/Paylater tidak pernah muncul palsu;Even though I often shop every day, my Shopepay/Paylater account never appears fake
886;3;15/09/2025 03:53;bisa gk kalo iklan di apk lain tuh iklan aja, gausah tbtb ngepop up bukak apk Lo pdhl gk nyentuh apapun samsek, demii ganggu bngt plisss bikin hp ngelag. udah mah apk kebanyakan fitur kalo dipake juga ngelag, sebel lama² gue😭🙏🏻;can not if the advertisement in other apk tuh advertising aja, do not suddenly pop up open your apk instead did not touch anything at all, demani very disturbing plisss make the phone lag.already mah apk most features if used also lag, upset lama2 gue😭🙏🏻
887;5;15/09/2025 03:53;memuaskan memakai shopee ini;satisfied using this shopee
888;5;15/09/2025 03:52;pln mobile sangat membantu;pln mobile is very helpful
889;1;15/09/2025 03:50;shopee fidionya ngeselin bgt ngajelas;The shopee video is really annoying and very clear
890;5;15/09/2025 03:50;ok;ok
891;5;15/09/2025 03:49;belanja nyaman;comfortable shopping
892;5;15/09/2025 03:48;🤡;🤡
893;1;15/09/2025 03:47;BUKA SHOPEE KEK BUKA CHROME KELUAR IKLAN JUDOL, APASI SHOPEE IKLAN NYA GAJE BENER NIAT MAU BELANJA MALAH KELUAR IKLAN TIBA²..;OPEN SHOPEE KEK OPEN CHROME TAKE OUT THE TITLE ADVERTISEMENT, WHAT ABOUT SHOPEE THE ADVERTISEMENT REALLY WANT TO SHOP AND EVEN TAKE OUT THE ADVERTISEMENT..
894;5;15/09/2025 03:46;sangat mudah di operasikan.;very easy to operate.
895;5;15/09/2025 03:46;Makin kesini lumayan bagus apk nya, gk kyk thn lalu skrng bnyk diskon, yg jls sangat puas dngn pelayanan nya;The more you come here, the APK is pretty good, it's not like last year, there are lots of discounts, those who are very satisfied with the service
896;5;15/09/2025 03:44;shoppi selalu amanah murah dan terpercaya;Shopee is always trustworthy, cheap and reliable
897;5;15/09/2025 03:43;puas sangat memuaskan terimakasih shope🙏🏻;very satisfied, thank you shopee🙏🏻
898;5;15/09/2025 03:42;pokoknya keren 😍;basically cool 😍
899;5;15/09/2025 03:41;nice, aplikasi sangat berguna;nice, very useful application
900;5;15/09/2025 03:40;okay;okay
901;5;15/09/2025 03:40;aga ngebug ngelag;I'm sorry
902;5;15/09/2025 03:39;barangnya okey. kurirnya baik🙏;the item is okay.the courier is good🙏
903;5;15/09/2025 03:39;bagus;Good
904;5;15/09/2025 03:37;shoppe memang keren... produk dan kualitas nya oke... aku selalu belanja disini ga pernh ke toko... pelayanannya sangat baik;Shopee is really cool... the products and quality are okay... I always shop here, never go to the shop... the service is very good
905;5;15/09/2025 03:37;untung ada shopee belanja gak ribet;Luckily there is Shopee, shopping is not complicated
906;1;15/09/2025 03:36;kenapa ya makin kemari selalu terkendala dalam pengiriman....;Why is it that there are always problems with delivery here and there...
907;5;15/09/2025 03:36;suka tiap hari co&moga dpt hadiah/THR aamiin🤲🤭😀🙏;I love every day, I hope I get a gift/THR amen 🤲🤭😀🙏
908;5;15/09/2025 03:35;semoga lebih baik lagi yaa... terimakasih shoope Indonesia udah menjadi e-commerce kesayanganku❤️;I hope it gets better... thank you, Shopee Indonesia for being my favorite e-commerce❤️
909;5;15/09/2025 03:33;goodlah;goodlah
910;5;15/09/2025 03:31;senang dan pasti;happy and sure
911;1;15/09/2025 03:30;sangat tidak bijak;very unwise
912;5;15/09/2025 03:27;puas bangettt sama shopee;Very satisfied with Shopee
913;4;15/09/2025 03:26;memuaskan;satisfying
914;5;15/09/2025 03:26;terima kasih dapat poin gratis;Thank you for getting free points
915;1;15/09/2025 03:23;👎👎👎👎;👎👎👎👎
916;5;15/09/2025 03:21;saya suka shope GK ribet tapi sayang ada kendala satu ini tlong di perbarui sistem shopenya, klau saya habis hapus data jangan di klaim yg apliksi mencurigakan kan sehingga saya mau oder lagi GK bisa, harus jabri costomer servis dulu, makan waktu,;I like Shope, it's not complicated, but unfortunately there is this one problem, please update the Shope system, if I delete the data, don't claim that the application is suspicious, so if I want to order again, it won't be possible, you have to contact the customer for service first, it takes time,
917;1;15/09/2025 03:20;mau tanya : HP saya sebelumnya rusak mati total. Shopee ada disitu setelah beli HP baru login Shopee kenapa gak bisa padahal pake no yg sama.apakah Shopee harus seribet ini. emang harus yaa pake HP dan no yg sama. emang gak bisa dipindahkan ke HP yg lain;I want to ask: My previous cellphone was completely damaged.Shopee is there, after buying a new cellphone, why can't you log in to Shopee even though you use the same number? Does Shopee need to be this complicated?You really have to use the same cellphone and number.It really can't be transferred to another cellphone
918;5;15/09/2025 03:18;cocok untuk ibu rumah tangga yang malas keluar rumah;suitable for housewives who are lazy to leave the house
919;5;15/09/2025 03:18;sangat membantu,kebutuhan saya;very helpful, my needs
920;5;15/09/2025 03:18;Aplikasi shopee membuat kita mudah untuk belanja segala barang yang kita butuhkan. Terimakasih shopee.;The Shopee application makes it easy for us to shop for all the items we need.Thank you shopee.
921;5;15/09/2025 03:17;membantu kelancaran dalm ber blanja;help smooth shopping
922;5;15/09/2025 03:16;mudah dan murah belanja di sini ngak capek2 belanja di luar;It's easy and cheap to shop here so you don't get tired of shopping outside
923;5;15/09/2025 03:16;mudah penggunaan dan banyak pilihan;easy to use and many options
924;2;15/09/2025 03:15;kurang memuaskan;unsatisfactory
925;5;15/09/2025 03:15;shopee aplikasi belanja paling bagus menurut saya, dengan diskon yang ada, harga murah, dan banyak penjual yang berkualitas juga di shopee, tapi juga harus melihat tokoknya, saya berharap tidak ada penipuan di shopee, dan yang bagus nya shopee ada fitur pengembalian barang, jika tidak sesuai bisa mengembalikan barang, semoga shopee tetap lebih baik kedepannya;Shopee is the best shopping application in my opinion, with available discounts, cheap prices, and lots of quality sellers on Shopee too, but you also have to look at the store, I hope there is no fraud on Shopee, and the good thing is that Shopee has a return feature, if it doesn't suit you, you can return the item, I hope Shopee will be better in the future
926;5;15/09/2025 03:13;mantab;great
927;5;15/09/2025 03:11;free ongkir cepat...;free fast delivery...
928;5;15/09/2025 03:10;sangat membantu;very helpful
929;5;15/09/2025 03:10;terima kasih sudah shopee perbaiki kebijakannya,🙏🙏🙏;Thank you for shopee improving its policy,🙏🙏🙏
930;5;15/09/2025 03:08;cpt pengirimannya, rapih kemasannya, expired aman msh lama;Fast delivery, neat packaging, safe expiry date
931;5;15/09/2025 03:07;aplikasi yang sangat baik 👍👍;very good app 👍👍
932;2;15/09/2025 03:07;shopee entah knp spinjam padahal bayar selalu tepat waktu tapi ga bisa di pake dan spaylater malah turun limitnya gimana ini.padahal bayar selalu tepat waktu kadang belum waktunya juga dah di bayar tapi limit malah turun spinjam selalu di tolak;Shopee, I don't know why it can borrow, even though it always pays on time but can't use it and Spaylater actually lowers the limit, what's this? Even though I always pay on time, sometimes it's not yet the time to pay, but the limit actually goes down, the spinjam is always rejected.
933;5;15/09/2025 03:05;keren;keren
934;4;15/09/2025 03:04;shopee luar biasa bagus, terpercaya sekali, tapi saran, semoga kedepannya ada di cantumkan nomor kurir yang mengantar paket, agar lebih mudah lagi untuk menghubungi kurir jika paket nyasar, pengalaman saya kemarin, paket saya nyasar dan saya tidak dapat menghubungi kurirnya;Shopee is amazingly good, very reliable, but a suggestion, hopefully in the future it will include the number of the courier who delivers the package, so that it will be easier to contact the courier if the package gets lost, my experience was yesterday, my package got lost and I couldn't contact the courier
935;4;15/09/2025 03:04;bagus;Good
936;5;15/09/2025 03:02;Bagus dan mudah belanjanya, untung2 an juga ketemu seller yang jujur dan yang nipu;It's good and easy to shop, luckily you can also find sellers who are honest and those who cheat
937;1;15/09/2025 03:02;"pengiriman shopee sekarangg lamaaaaaaaaaaaaa... dlu pengiriman cuma 1-3 hri paling lama 4 hri. tapi sekarangg bisa 5hrian bahkan 1 mingguuu.... tlong di audit... pekerja shopee di gudang""nya ..";Shopee's delivery is now a long time... before the delivery was only 1-3 days, the longest was 4 days.but now it can be 5 days or even 1 week.... please be audited... shopee workers in the warehouse..
938;5;15/09/2025 03:02;bagus banget;really good
939;5;15/09/2025 03:00;ukm;SMEs
940;5;15/09/2025 03:00;bagus;Good
941;1;15/09/2025 02:59;kurir shopee selalu membatalkan secara sepihak, tiba tiba dibatalkan sepihak kurir nya tidak profisonal, jadi males belanja di shopee, kalau ngadu malah kita yang disuruh masuikn no rekinglah apalah, mau belanja ko repot banget, udah jelas kurir nya yang membatalkan sepihak tidak dianter kerumah;The shopee courier always cancels unilaterally, suddenly the courier cancels unilaterally, the courier is not professional, so he doesn't want to shop at Shopee, if we complain, we are told to enter whatever account number, it's really a hassle to shop, it's clear that the courier who cancels unilaterally doesn't deliver it to the house
942;4;15/09/2025 02:58;Lumayan untuk harga produk lebih familiar;Not bad for the price of a more familiar product
943;5;15/09/2025 02:57;good;good
944;5;15/09/2025 02:56;brng yg dtng sesuai,layanan kulir baik,banyak kemudahan disaat kita tidak berada dirumah,bisa di percaya;the goods that arrive are suitable, good courier service, many facilities when we are not at home, can be trusted
945;3;15/09/2025 02:55;semenjak pakai spx express pengiriman lambat gak sesuai sama estimasi nya .. gak kaya dulu waktu pakai J&T express;Since using Spx Express, slow delivery doesn't match the estimate...not like before when using J&T Express
946;1;15/09/2025 02:54;aplikasi biadap;rude app
947;5;15/09/2025 02:53;ok lahh;it's ok
948;5;15/09/2025 02:52;mantap;solid
949;5;15/09/2025 02:49;sangat membantu dalam pemilihan produk;Very helpful in product selection
950;5;15/09/2025 02:49;pengiriman cepat,amanah,yg paling penting gratis ongkir(ongkir jangan terlalu mahal);Fast delivery, trustworthy, most importantly free shipping (not too expensive shipping)
951;5;15/09/2025 02:49;Tidak pernah mengecewakan ada harga ada kualitas;Never disappoints, no matter the price or the quality
952;5;15/09/2025 02:48;good 👍 sangat membantu;good 👍 very helpful
953;5;15/09/2025 02:48;sangat membantu;very helpful
954;2;15/09/2025 02:47;lok y. i. nkmk KK KK BN meeen ennenekmklkke bnya nj di yhb. n. nlmlkknmbbbmm i yyyyyyyyyyymo CC oook ol lbbo;lok y.i.nkmk KK KK BN meeen ennenekmklkke bnya nj di yhb.n.nlmlkknmbbbmm i yyyyyyyyyyymo CC oook ol lbbo
955;1;15/09/2025 02:46;ini iklan ngeselin banget sih dimana mana gak di YT, di google juga ada blm lagi apk lain blm lagi di game;This ad is really annoying, it's everywhere, not on YT, but on Google, there's not another app yet, not even in games.
956;5;15/09/2025 02:46;BAGUS DAN MURAH;NICE AND CHEAP
957;5;15/09/2025 02:45;puas;damage
958;5;15/09/2025 02:43;Baguss;Good
959;5;15/09/2025 02:43;Dengan menggunakan apk ini belanja lebih mudah dan hemat;By using this apk, shopping is easier and more economical
960;5;15/09/2025 02:43;amanah;trust
961;5;15/09/2025 02:43;👍;👍
962;5;15/09/2025 02:43;mantaaappppp;fire up
963;4;15/09/2025 02:43;sy sangat menyukai Shopee,tp terkadang sy melihat barang yg sy pesan tdk sesuai ekspektasi sy,semoga ke depn nya shopee semakin baik lagi dlm kwalitas 🙏👍👍👍👍;I really like Shopee, but sometimes I see that the goods I ordered don't match my expectations, hopefully in the future Shopee will be even better in terms of quality 🙏👍👍👍👍
964;1;15/09/2025 02:42;gratis ongkir apanya udh bayar shopee VIP masih bayar ongkir, ganti gratis ongkir jadi diskon ongkir, tidak 100% gratis ongkir;free shipping, what if you pay shopee VIP and still pay shipping, change free shipping to discount shipping, not 100% free shipping
965;5;15/09/2025 02:41;bagus, sangat membantu;good, very helpful
966;5;15/09/2025 02:41;baik sekalie;very good
967;5;15/09/2025 02:41;tp susah dapat bebas ongkir;but it's hard to get free shipping
968;5;15/09/2025 02:40;bgus;nice
969;5;15/09/2025 02:40;baik terpercaya;good reliable
970;5;15/09/2025 02:39;bagus sekali aplikasi nyaa saya sangat sukaa;Very good application, I really like it
971;1;15/09/2025 02:39;herannnn gua mahhh;I'm surprised
972;1;15/09/2025 02:38;awalnya bagus sekarang Mala memprlambat pesanan.;At first it was good, now it's actually slowing down orders.
973;5;15/09/2025 02:38;Alhamdulillah barang yang datang sesuai dengan yg di gambar,semoga tetap amanah dan laris manis 😄😄😄👍👍;Alhamdulillah the item that arrived matches the one in the picture, hopefully it will remain reliable and sell well 😄😄😄👍👍
974;5;15/09/2025 02:37;sangat amanah;very reliable
975;4;15/09/2025 02:33;bagus;Good
976;5;15/09/2025 02:32;aplikasi shopee emng best of the best dari segi pengiriman, pengemasan, dll pokoknya sipp;The Shopee application is the best of the best in terms of delivery, packaging, etc. Basically, that's fine
977;5;15/09/2025 02:31;pokonya SOPI yang terbaik;Basically SOPI is the best
978;5;15/09/2025 02:29;Bagus dan murah harganya;Good and cheap price
979;5;15/09/2025 02:25;platform belanja online yang tak diragukan lagi sistem penjualan mulai dari penyisihan segi kualitas dan kuantitas sangat membantu sekali;An online shopping platform that has no doubt a sales system starting from quality and quantity is very helpful
980;1;15/09/2025 02:25;tapi;But
981;5;15/09/2025 02:23;Mantap;Great
982;4;15/09/2025 02:22;jos;if
983;5;15/09/2025 02:21;Memuaskan;Satisfying
984;5;15/09/2025 02:21;ok bgt;ok
985;5;15/09/2025 02:21;sangat baik;Very good
986;5;15/09/2025 02:21;mantap sesuai;solid fit
987;5;15/09/2025 02:20;sekarang lebih banyak vocer belanja lebih murah;now more shopping vouchers are cheaper
988;5;15/09/2025 02:17;spaylater knpa tidak pernah dikasih saya sangat berharap bisa mengunakan spaylater;why never give me spaylater? I really hope I can use spaylater
989;5;15/09/2025 02:16;bagus;Good
990;5;15/09/2025 02:14;Belanja makin mudah , respon cepat dan dipercaya;Shopping is easier, response is fast and trustworthy
991;1;15/09/2025 02:10;baikk;okay
992;5;15/09/2025 02:08;shopee semoga selalu memberikan yang terbaik;Shopee may always provide the best
993;5;15/09/2025 02:07;shopee memang luar biasa;Shopee is amazing
994;5;15/09/2025 02:07;Bagus kualitas nya;The quality is good
995;1;15/09/2025 02:06;aplikasi terlalu berat mungkin karena kebanyakan fitur yang tidak berguna seperti game dan Shopee video.;The application is too heavy probably because there are lots of useless features like games and Shopee video.
996;5;15/09/2025 02:06;Bagus barang ya jangan sampai mengecewakan konsumen;Good stuff, don't disappoint consumers
997;5;15/09/2025 02:03;I Like It;I Like It
998;5;15/09/2025 02:03;sangat membantu;very helpful
